operation,data_type,thread,iteration,vec_length,buffer_size,latency,correct
MATVEC,uint32_t,8,16,512,16,4.269667,True
MATVEC,uint32_t,8,16,512,32,4.067667,True
MATVEC,uint32_t,8,16,512,64,3.911333,True
MATVEC,uint32_t,8,16,512,128,3.861667,True
MATVEC,uint32_t,8,16,512,256,3.856333,True
MATVEC,uint32_t,8,16,1024,8,9.384667,True
MATVEC,uint32_t,8,16,1024,16,8.415,True
MATVEC,uint32_t,8,16,1024,32,8.083333,True
MATVEC,uint32_t,8,16,1024,64,7.745,True
MATVEC,uint32_t,8,16,1024,128,7.628,True
MATVEC,uint32_t,8,16,1024,256,7.599333,True
MATVEC,uint32_t,8,16,2048,8,18.630333,True
MATVEC,uint32_t,8,16,2048,16,16.734,True
MATVEC,uint32_t,8,16,2048,32,16.096,True
MATVEC,uint32_t,8,16,2048,64,15.377667,True
MATVEC,uint32_t,8,16,2048,128,15.153667,True
MATVEC,uint32_t,8,16,2048,256,15.067333,True
MATVEC,uint32_t,8,16,4096,8,37.218333,True
MATVEC,uint32_t,8,16,4096,16,33.368,True
MATVEC,uint32_t,8,16,4096,32,32.090667,True
MATVEC,uint32_t,8,16,4096,64,30.666,True
MATVEC,uint32_t,8,16,4096,128,30.198,True
MATVEC,uint32_t,8,16,4096,256,30.018667,True
MATVEC,uint32_t,8,16,8192,8,74.274667,True
MATVEC,uint32_t,8,16,8192,16,66.612333,True
MATVEC,uint32_t,8,16,8192,32,64.128667,True
MATVEC,uint32_t,8,16,8192,64,61.257333,True
MATVEC,uint32_t,8,16,8192,128,60.307333,True
MATVEC,uint32_t,8,16,8192,256,59.929667,True
MATVEC,uint32_t,8,32,16,8,0.379889,True
MATVEC,uint32_t,8,32,16,16,0.353,True
MATVEC,uint32_t,8,32,32,8,0.671333,True
MATVEC,uint32_t,8,32,32,16,0.611333,True
MATVEC,uint32_t,8,32,32,32,0.585333,True
MATVEC,uint32_t,8,32,64,8,1.253,True
MATVEC,uint32_t,8,32,64,16,1.141333,True
MATVEC,uint32_t,8,32,64,32,1.079333,True
MATVEC,uint32_t,8,32,64,64,1.069333,True
MATVEC,uint32_t,8,32,128,8,2.415333,True
MATVEC,uint32_t,8,32,128,16,2.182,True
MATVEC,uint32_t,8,32,128,32,2.083667,True
MATVEC,uint32_t,8,32,128,64,2.018333,True
MATVEC,uint32_t,8,32,128,128,1.991,True
MATVEC,uint32_t,8,32,256,8,4.745333,True
MATVEC,uint32_t,8,32,256,16,4.261667,True
MATVEC,uint32_t,8,32,256,32,4.069667,True
MATVEC,uint32_t,8,32,256,64,3.919333,True
MATVEC,uint32_t,8,32,256,128,3.873333,True
MATVEC,uint32_t,8,32,256,256,3.866667,True
MATVEC,uint32_t,8,32,512,8,9.379667,True
MATVEC,uint32_t,8,32,512,16,8.434333,True
MATVEC,uint32_t,8,32,512,32,8.068667,True
MATVEC,uint32_t,8,32,512,64,7.747667,True
MATVEC,uint32_t,8,32,512,128,7.64,True
MATVEC,uint32_t,8,32,512,256,7.608,True
MATVEC,uint32_t,8,32,1024,8,18.649667,True
MATVEC,uint32_t,8,32,1024,16,16.75,True
MATVEC,uint32_t,8,32,1024,32,16.074,True
MATVEC,uint32_t,8,32,1024,64,15.393,True
MATVEC,uint32_t,8,32,1024,128,15.162,True
MATVEC,uint32_t,8,32,1024,256,15.084,True
MATVEC,uint32_t,8,32,2048,8,37.214,True
MATVEC,uint32_t,8,32,2048,16,33.391667,True
MATVEC,uint32_t,8,32,2048,32,32.088,True
MATVEC,uint32_t,8,32,2048,64,30.691667,True
MATVEC,uint32_t,8,32,2048,128,30.217333,True
MATVEC,uint32_t,8,32,2048,256,30.029,True
MATVEC,uint32_t,8,32,4096,8,74.290667,True
MATVEC,uint32_t,8,32,4096,16,66.637,True
MATVEC,uint32_t,8,32,4096,32,64.123333,True
MATVEC,uint32_t,8,32,4096,64,61.277667,True
MATVEC,uint32_t,8,32,4096,128,60.313667,True
MATVEC,uint32_t,8,32,4096,256,59.914667,True
MATVEC,uint32_t,8,32,8192,8,148.617,True
MATVEC,uint32_t,8,32,8192,16,133.162333,True
MATVEC,uint32_t,8,32,8192,32,128.188,True
MATVEC,uint32_t,8,32,8192,64,122.462,True
MATVEC,uint32_t,8,32,8192,128,120.553667,True
MATVEC,uint32_t,8,32,8192,256,119.747333,True
MATVEC,uint32_t,8,64,16,8,0.704667,True
MATVEC,uint32_t,8,64,16,16,0.638,True
MATVEC,uint32_t,8,64,32,8,1.279333,True
MATVEC,uint32_t,8,64,32,16,1.161667,True
MATVEC,uint32_t,8,64,32,32,1.105333,True
MATVEC,uint32_t,8,64,64,8,2.454333,True
MATVEC,uint32_t,8,64,64,16,2.223,True
MATVEC,uint32_t,8,64,64,32,2.090333,True
MATVEC,uint32_t,8,64,64,64,2.120667,True
MATVEC,uint32_t,8,64,128,8,4.783667,True
MATVEC,uint32_t,8,64,128,16,4.311667,True
MATVEC,uint32_t,8,64,128,32,4.091333,True
MATVEC,uint32_t,8,64,128,64,3.952,True
MATVEC,uint32_t,8,64,128,128,3.9,True
MATVEC,uint32_t,8,64,256,8,9.435,True
MATVEC,uint32_t,8,64,256,16,8.473333,True
MATVEC,uint32_t,8,64,256,32,8.081667,True
MATVEC,uint32_t,8,64,256,64,7.776667,True
MATVEC,uint32_t,8,64,256,128,7.665,True
MATVEC,uint32_t,8,64,256,256,7.626,True
MATVEC,uint32_t,8,64,512,8,18.707667,True
MATVEC,uint32_t,8,64,512,16,16.786667,True
MATVEC,uint32_t,8,64,512,32,16.077667,True
MATVEC,uint32_t,8,64,512,64,15.420333,True
MATVEC,uint32_t,8,64,512,128,15.186,True
MATVEC,uint32_t,8,64,512,256,15.106,True
MATVEC,uint32_t,8,64,1024,8,37.224667,True
MATVEC,uint32_t,8,64,1024,16,33.409667,True
MATVEC,uint32_t,8,64,1024,32,32.083,True
MATVEC,uint32_t,8,64,1024,64,30.726,True
MATVEC,uint32_t,8,64,1024,128,30.235333,True
MATVEC,uint32_t,8,64,1024,256,30.067333,True
MATVEC,uint32_t,8,64,2048,8,74.335,True
MATVEC,uint32_t,8,64,2048,16,66.675,True
MATVEC,uint32_t,8,64,2048,32,64.107667,True
MATVEC,uint32_t,8,64,2048,64,61.293,True
MATVEC,uint32_t,8,64,2048,128,60.355,True
MATVEC,uint32_t,8,64,2048,256,59.967667,True
MATVEC,uint32_t,8,64,4096,8,148.461667,True
MATVEC,uint32_t,8,64,4096,16,133.216333,True
MATVEC,uint32_t,8,64,4096,32,128.155,True
MATVEC,uint32_t,8,64,4096,64,122.467667,True
MATVEC,uint32_t,8,64,4096,128,120.574,True
MATVEC,uint32_t,8,64,4096,256,119.767,True
MATVEC,uint32_t,8,64,8192,8,296.765333,True
MATVEC,uint32_t,8,64,8192,16,266.248,True
MATVEC,uint32_t,8,64,8192,32,256.251667,True
MATVEC,uint32_t,8,64,8192,64,244.842667,True
MATVEC,uint32_t,8,64,8192,128,240.995,True
MATVEC,uint32_t,8,64,8192,256,239.399333,True
MATVEC,uint32_t,8,128,16,8,1.337333,True
MATVEC,uint32_t,8,128,16,16,1.217667,True
MATVEC,uint32_t,8,128,32,8,2.497667,True
MATVEC,uint32_t,8,128,32,16,2.261,True
MATVEC,uint32_t,8,128,32,32,2.135333,True
MATVEC,uint32_t,8,128,64,8,4.835,True
MATVEC,uint32_t,8,128,64,16,4.357,True
MATVEC,uint32_t,8,128,64,32,4.103667,True
MATVEC,uint32_t,8,128,64,64,3.996333,True
MATVEC,uint32_t,8,128,128,8,9.51,True
MATVEC,uint32_t,8,128,128,16,8.51,True
MATVEC,uint32_t,8,128,128,32,8.116333,True
MATVEC,uint32_t,8,128,128,64,7.838667,True
MATVEC,uint32_t,8,128,128,128,7.716333,True
MATVEC,uint32_t,8,128,256,8,18.805333,True
MATVEC,uint32_t,8,128,256,16,16.864667,True
MATVEC,uint32_t,8,128,256,32,16.086667,True
MATVEC,uint32_t,8,128,256,64,15.466,True
MATVEC,uint32_t,8,128,256,128,15.248,True
MATVEC,uint32_t,8,128,256,256,15.146333,True
MATVEC,uint32_t,8,128,512,8,37.359333,True
MATVEC,uint32_t,8,128,512,16,33.474667,True
MATVEC,uint32_t,8,128,512,32,32.068333,True
MATVEC,uint32_t,8,128,512,64,30.768333,True
MATVEC,uint32_t,8,128,512,128,30.309333,True
MATVEC,uint32_t,8,128,512,256,30.114,True
MATVEC,uint32_t,8,128,1024,8,74.461,True
MATVEC,uint32_t,8,128,1024,16,66.764667,True
MATVEC,uint32_t,8,128,1024,32,64.109,True
MATVEC,uint32_t,8,128,1024,64,61.366,True
MATVEC,uint32_t,8,128,1024,128,60.408,True
MATVEC,uint32_t,8,128,1024,256,60.015,True
MATVEC,uint32_t,8,128,2048,8,148.607,True
MATVEC,uint32_t,8,128,2048,16,133.312333,True
MATVEC,uint32_t,8,128,2048,32,128.154,True
MATVEC,uint32_t,8,128,2048,64,122.535667,True
MATVEC,uint32_t,8,128,2048,128,120.605333,True
MATVEC,uint32_t,8,128,2048,256,119.837667,True
MATVEC,uint32_t,8,128,4096,8,297.05,True
MATVEC,uint32_t,8,128,4096,16,266.395333,True
MATVEC,uint32_t,8,128,4096,32,256.252333,True
MATVEC,uint32_t,8,128,4096,64,244.860333,True
MATVEC,uint32_t,8,128,4096,128,241.005667,True
MATVEC,uint32_t,8,128,4096,256,239.427333,True
MATVEC,uint32_t,8,128,8192,8,594.356667,True
MATVEC,uint32_t,8,128,8192,16,532.424,True
MATVEC,uint32_t,8,128,8192,32,512.444667,True
MATVEC,uint32_t,8,128,8192,64,489.464333,True
MATVEC,uint32_t,8,128,8192,128,481.857333,True
MATVEC,uint32_t,8,128,8192,256,478.717333,True
MATVEC,uint32_t,8,256,16,8,2.63,True
MATVEC,uint32_t,8,256,16,16,2.371,True
MATVEC,uint32_t,8,256,32,8,4.947,True
MATVEC,uint32_t,8,256,32,16,4.459,True
MATVEC,uint32_t,8,256,32,32,4.23,True
MATVEC,uint32_t,8,256,64,8,9.622,True
MATVEC,uint32_t,8,256,64,16,8.653333,True
MATVEC,uint32_t,8,256,64,32,8.149667,True
MATVEC,uint32_t,8,256,64,64,7.971,True
MATVEC,uint32_t,8,256,128,8,18.921667,True
MATVEC,uint32_t,8,256,128,16,16.934333,True
MATVEC,uint32_t,8,256,128,32,16.146,True
MATVEC,uint32_t,8,256,128,64,15.596333,True
MATVEC,uint32_t,8,256,128,128,15.349333,True
MATVEC,uint32_t,8,256,256,8,37.501333,True
MATVEC,uint32_t,8,256,256,16,33.672333,True
MATVEC,uint32_t,8,256,256,32,32.102667,True
MATVEC,uint32_t,8,256,256,64,30.875,True
MATVEC,uint32_t,8,256,256,128,30.413333,True
MATVEC,uint32_t,8,256,256,256,30.181333,True
MATVEC,uint32_t,8,256,512,8,74.617333,True
MATVEC,uint32_t,8,256,512,16,66.923333,True
MATVEC,uint32_t,8,256,512,32,64.094667,True
MATVEC,uint32_t,8,256,512,64,61.467333,True
MATVEC,uint32_t,8,256,512,128,60.523,True
MATVEC,uint32_t,8,256,512,256,60.153333,True
MATVEC,uint32_t,8,256,1024,8,148.855667,True
MATVEC,uint32_t,8,256,1024,16,133.520333,True
MATVEC,uint32_t,8,256,1024,32,128.125333,True
MATVEC,uint32_t,8,256,1024,64,122.624667,True
MATVEC,uint32_t,8,256,1024,128,120.723333,True
MATVEC,uint32_t,8,256,1024,256,119.936333,True
MATVEC,uint32_t,8,256,2048,8,297.269,True
MATVEC,uint32_t,8,256,2048,16,266.508667,True
MATVEC,uint32_t,8,256,2048,32,256.224,True
MATVEC,uint32_t,8,256,2048,64,244.947333,True
MATVEC,uint32_t,8,256,2048,128,241.204,True
MATVEC,uint32_t,8,256,2048,256,239.515333,True
MATVEC,uint32_t,8,256,4096,8,593.893333,True
MATVEC,uint32_t,8,256,4096,16,532.612333,True
MATVEC,uint32_t,8,256,4096,32,512.363333,True
MATVEC,uint32_t,8,256,4096,64,489.548333,True
MATVEC,uint32_t,8,256,4096,128,481.962667,True
MATVEC,uint32_t,8,256,4096,256,478.741,True
MATVEC,uint32_t,8,256,8192,8,NA,False
MATVEC,uint32_t,8,256,8192,16,NA,False
MATVEC,uint32_t,8,256,8192,32,NA,False
MATVEC,uint32_t,8,256,8192,64,NA,False
MATVEC,uint32_t,8,256,8192,128,NA,False
MATVEC,uint32_t,8,256,8192,256,NA,False
MATVEC,uint32_t,8,512,16,8,5.170333,True
MATVEC,uint32_t,8,512,16,16,4.670333,True
MATVEC,uint32_t,8,512,32,8,9.84,True
MATVEC,uint32_t,8,512,32,16,8.854333,True
MATVEC,uint32_t,8,512,32,32,8.437333,True
MATVEC,uint32_t,8,512,64,8,19.182667,True
MATVEC,uint32_t,8,512,64,16,17.245,True
MATVEC,uint32_t,8,512,64,32,16.210333,True
MATVEC,uint32_t,8,512,64,64,15.828,True
MATVEC,uint32_t,8,512,128,8,37.806,True
MATVEC,uint32_t,8,512,128,16,33.812,True
MATVEC,uint32_t,8,512,128,32,32.196,True
MATVEC,uint32_t,8,512,128,64,31.108667,True
MATVEC,uint32_t,8,512,128,128,30.616667,True
MATVEC,uint32_t,8,512,256,8,74.994,True
MATVEC,uint32_t,8,512,256,16,67.231333,True
MATVEC,uint32_t,8,512,256,32,64.129333,True
MATVEC,uint32_t,8,512,256,64,61.657,True
MATVEC,uint32_t,8,512,256,128,60.732667,True
MATVEC,uint32_t,8,512,256,256,60.293333,True
MATVEC,uint32_t,8,512,512,8,149.213,True
MATVEC,uint32_t,8,512,512,16,133.837667,True
MATVEC,uint32_t,8,512,512,32,128.119333,True
MATVEC,uint32_t,8,512,512,64,122.854,True
MATVEC,uint32_t,8,512,512,128,120.955333,True
MATVEC,uint32_t,8,512,512,256,120.213,True
MATVEC,uint32_t,8,512,1024,8,297.984333,True
MATVEC,uint32_t,8,512,1024,16,266.921,True
MATVEC,uint32_t,8,512,1024,32,256.161,True
MATVEC,uint32_t,8,512,1024,64,245.089,True
MATVEC,uint32_t,8,512,1024,128,241.317,True
MATVEC,uint32_t,8,512,1024,256,239.773667,True
MATVEC,uint32_t,8,512,2048,8,594.657,True
MATVEC,uint32_t,8,512,2048,16,532.846333,True
MATVEC,uint32_t,8,512,2048,32,512.416667,True
MATVEC,uint32_t,8,512,2048,64,489.737333,True
MATVEC,uint32_t,8,512,2048,128,482.194333,True
MATVEC,uint32_t,8,512,2048,256,478.890333,True
MATVEC,uint32_t,8,512,4096,8,NA,False
MATVEC,uint32_t,8,512,4096,16,NA,False
MATVEC,uint32_t,8,512,4096,32,NA,False
MATVEC,uint32_t,8,512,4096,64,NA,False
MATVEC,uint32_t,8,512,4096,128,NA,False
MATVEC,uint32_t,8,512,4096,256,NA,False
MATVEC,uint32_t,8,512,8192,8,NA,False
MATVEC,uint32_t,8,512,8192,16,NA,False
MATVEC,uint32_t,8,512,8192,32,NA,False
MATVEC,uint32_t,8,512,8192,64,NA,False
MATVEC,uint32_t,8,512,8192,128,NA,False
MATVEC,uint32_t,8,512,8192,256,NA,False
MATVEC,uint32_t,8,1024,16,8,10.27,True
MATVEC,uint32_t,8,1024,16,16,9.273667,True
MATVEC,uint32_t,8,1024,32,8,19.575,True
MATVEC,uint32_t,8,1024,32,16,17.637667,True
MATVEC,uint32_t,8,1024,32,32,16.645,True
MATVEC,uint32_t,8,1024,64,8,38.297333,True
MATVEC,uint32_t,8,1024,64,16,34.42,True
MATVEC,uint32_t,8,1024,64,32,32.368333,True
MATVEC,uint32_t,8,1024,64,64,31.494,True
MATVEC,uint32_t,8,1024,128,8,75.546,True
MATVEC,uint32_t,8,1024,128,16,67.525,True
MATVEC,uint32_t,8,1024,128,32,64.350667,True
MATVEC,uint32_t,8,1024,128,64,62.138,True
MATVEC,uint32_t,8,1024,128,128,61.142,True
MATVEC,uint32_t,8,1024,256,8,150.215667,True
MATVEC,uint32_t,8,1024,256,16,134.396333,True
MATVEC,uint32_t,8,1024,256,32,128.190333,True
MATVEC,uint32_t,8,1024,256,64,123.222667,True
MATVEC,uint32_t,8,1024,256,128,121.390667,True
MATVEC,uint32_t,8,1024,256,256,120.479667,True
MATVEC,uint32_t,8,1024,512,8,299.001,True
MATVEC,uint32_t,8,1024,512,16,267.498333,True
MATVEC,uint32_t,8,1024,512,32,256.106,True
MATVEC,uint32_t,8,1024,512,64,245.626333,True
MATVEC,uint32_t,8,1024,512,128,241.793333,True
MATVEC,uint32_t,8,1024,512,256,240.315667,True
MATVEC,uint32_t,8,1024,1024,8,595.789,True
MATVEC,uint32_t,8,1024,1024,16,533.598333,True
MATVEC,uint32_t,8,1024,1024,32,512.182333,True
MATVEC,uint32_t,8,1024,1024,64,490.234333,True
MATVEC,uint32_t,8,1024,1024,128,482.529,True
MATVEC,uint32_t,8,1024,1024,256,479.454,True
MATVEC,uint32_t,8,1024,2048,8,NA,False
MATVEC,uint32_t,8,1024,2048,16,NA,False
MATVEC,uint32_t,8,1024,2048,32,NA,False
MATVEC,uint32_t,8,1024,2048,64,NA,False
MATVEC,uint32_t,8,1024,2048,128,NA,False
MATVEC,uint32_t,8,1024,2048,256,NA,False
MATVEC,uint32_t,8,1024,4096,8,NA,False
MATVEC,uint32_t,8,1024,4096,16,NA,False
MATVEC,uint32_t,8,1024,4096,32,NA,False
MATVEC,uint32_t,8,1024,4096,64,NA,False
MATVEC,uint32_t,8,1024,4096,128,NA,False
MATVEC,uint32_t,8,1024,4096,256,NA,False
MATVEC,uint32_t,8,1024,8192,8,NA,False
MATVEC,uint32_t,8,1024,8192,16,NA,False
MATVEC,uint32_t,8,1024,8192,32,NA,False
MATVEC,uint32_t,8,1024,8192,64,NA,False
MATVEC,uint32_t,8,1024,8192,128,NA,False
MATVEC,uint32_t,8,1024,8192,256,NA,False
MATVEC,uint32_t,8,2048,16,8,20.471667,True
MATVEC,uint32_t,8,2048,16,16,18.499,True
MATVEC,uint32_t,8,2048,32,8,39.210333,True
MATVEC,uint32_t,8,2048,32,16,35.250667,True
MATVEC,uint32_t,8,2048,32,32,33.222667,True
MATVEC,uint32_t,8,2048,64,8,76.507333,True
MATVEC,uint32_t,8,2048,64,16,68.753333,True
MATVEC,uint32_t,8,2048,64,32,64.659333,True
MATVEC,uint32_t,8,2048,64,64,62.92,True
MATVEC,uint32_t,8,2048,128,8,151.169333,True
MATVEC,uint32_t,8,2048,128,16,135.044667,True
MATVEC,uint32_t,8,2048,128,32,128.561667,True
MATVEC,uint32_t,8,2048,128,64,124.184667,True
MATVEC,uint32_t,8,2048,128,128,122.207333,True
MATVEC,uint32_t,8,2048,256,8,300.474333,True
MATVEC,uint32_t,8,2048,256,16,268.747,True
MATVEC,uint32_t,8,2048,256,32,256.292667,True
MATVEC,uint32_t,8,2048,256,64,246.342,True
MATVEC,uint32_t,8,2048,256,128,242.723,True
MATVEC,uint32_t,8,2048,256,256,240.786,True
MATVEC,uint32_t,8,2048,512,8,598.328333,True
MATVEC,uint32_t,8,2048,512,16,534.850333,True
MATVEC,uint32_t,8,2048,512,32,512.160667,True
MATVEC,uint32_t,8,2048,512,64,491.167333,True
MATVEC,uint32_t,8,2048,512,128,483.528333,True
MATVEC,uint32_t,8,2048,512,256,480.517333,True
MATVEC,uint32_t,8,2048,1024,8,NA,False
MATVEC,uint32_t,8,2048,1024,16,NA,False
MATVEC,uint32_t,8,2048,1024,32,NA,False
MATVEC,uint32_t,8,2048,1024,64,NA,False
MATVEC,uint32_t,8,2048,1024,128,NA,False
MATVEC,uint32_t,8,2048,1024,256,NA,False
MATVEC,uint32_t,8,2048,2048,8,NA,False
MATVEC,uint32_t,8,2048,2048,16,NA,False
MATVEC,uint32_t,8,2048,2048,32,NA,False
MATVEC,uint32_t,8,2048,2048,64,NA,False
MATVEC,uint32_t,8,2048,2048,128,NA,False
MATVEC,uint32_t,8,2048,2048,256,NA,False
MATVEC,uint32_t,8,2048,4096,8,NA,False
MATVEC,uint32_t,8,2048,4096,16,NA,False
MATVEC,uint32_t,8,2048,4096,32,NA,False
MATVEC,uint32_t,8,2048,4096,64,NA,False
MATVEC,uint32_t,8,2048,4096,128,NA,False
MATVEC,uint32_t,8,2048,4096,256,NA,False
MATVEC,uint32_t,8,2048,8192,8,NA,False
MATVEC,uint32_t,8,2048,8192,16,NA,False
MATVEC,uint32_t,8,2048,8192,32,NA,False
MATVEC,uint32_t,8,2048,8192,64,NA,False
MATVEC,uint32_t,8,2048,8192,128,NA,False
MATVEC,uint32_t,8,2048,8192,256,NA,False
MATVEC,uint32_t,8,4096,16,8,40.874667,True
MATVEC,uint32_t,8,4096,16,16,36.938,True
MATVEC,uint32_t,8,4096,32,8,78.291,True
MATVEC,uint32_t,8,4096,32,16,70.449333,True
MATVEC,uint32_t,8,4096,32,32,66.343333,True
MATVEC,uint32_t,8,4096,64,8,153.059667,True
MATVEC,uint32_t,8,4096,64,16,137.451,True
MATVEC,uint32_t,8,4096,64,32,129.222667,True
MATVEC,uint32_t,8,4096,64,64,125.726,True
MATVEC,uint32_t,8,4096,128,8,302.471333,True
MATVEC,uint32_t,8,4096,128,16,269.978,True
MATVEC,uint32_t,8,4096,128,32,257.17,True
MATVEC,uint32_t,8,4096,128,64,248.270667,True
MATVEC,uint32_t,8,4096,128,128,244.343,True
MATVEC,uint32_t,8,4096,256,8,600.788333,True
MATVEC,uint32_t,8,4096,256,16,537.352,True
MATVEC,uint32_t,8,4096,256,32,512.486333,True
MATVEC,uint32_t,8,4096,256,64,492.611667,True
MATVEC,uint32_t,8,4096,256,128,485.345,True
MATVEC,uint32_t,8,4096,256,256,481.462,True
MATVEC,uint32_t,8,4096,512,8,NA,False
MATVEC,uint32_t,8,4096,512,16,NA,False
MATVEC,uint32_t,8,4096,512,32,NA,False
MATVEC,uint32_t,8,4096,512,64,NA,False
MATVEC,uint32_t,8,4096,512,128,NA,False
MATVEC,uint32_t,8,4096,512,256,NA,False
MATVEC,uint32_t,8,4096,1024,8,NA,False
MATVEC,uint32_t,8,4096,1024,16,NA,False
MATVEC,uint32_t,8,4096,1024,32,NA,False
MATVEC,uint32_t,8,4096,1024,64,NA,False
MATVEC,uint32_t,8,4096,1024,128,NA,False
MATVEC,uint32_t,8,4096,1024,256,NA,False
MATVEC,uint32_t,8,4096,2048,8,NA,False
MATVEC,uint32_t,8,4096,2048,16,NA,False
MATVEC,uint32_t,8,4096,2048,32,NA,False
MATVEC,uint32_t,8,4096,2048,64,NA,False
MATVEC,uint32_t,8,4096,2048,128,NA,False
MATVEC,uint32_t,8,4096,2048,256,NA,False
MATVEC,uint32_t,8,4096,4096,8,NA,False
MATVEC,uint32_t,8,4096,4096,16,NA,False
MATVEC,uint32_t,8,4096,4096,32,NA,False
MATVEC,uint32_t,8,4096,4096,64,NA,False
MATVEC,uint32_t,8,4096,4096,128,NA,False
MATVEC,uint32_t,8,4096,4096,256,NA,False
MATVEC,uint32_t,8,4096,8192,8,NA,False
MATVEC,uint32_t,8,4096,8192,16,NA,False
MATVEC,uint32_t,8,4096,8192,32,NA,False
MATVEC,uint32_t,8,4096,8192,64,NA,False
MATVEC,uint32_t,8,4096,8192,128,NA,False
MATVEC,uint32_t,8,4096,8192,256,NA,False
MATVEC,uint32_t,8,8192,16,8,81.662667,True
MATVEC,uint32_t,8,8192,16,16,73.751667,True
MATVEC,uint32_t,8,8192,32,8,156.540667,True
MATVEC,uint32_t,8,8192,32,16,140.814,True
MATVEC,uint32_t,8,8192,32,32,132.620333,True
MATVEC,uint32_t,8,8192,64,8,306.095,True
MATVEC,uint32_t,8,8192,64,16,274.719333,True
MATVEC,uint32_t,8,8192,64,32,258.398333,True
MATVEC,uint32_t,8,8192,64,64,251.351667,True
MATVEC,uint32_t,8,8192,128,8,604.855,True
MATVEC,uint32_t,8,8192,128,16,539.601333,True
MATVEC,uint32_t,8,8192,128,32,514.310667,True
MATVEC,uint32_t,8,8192,128,64,496.481667,True
MATVEC,uint32_t,8,8192,128,128,488.581667,True
MATVEC,uint32_t,8,8192,256,8,NA,False
MATVEC,uint32_t,8,8192,256,16,NA,False
MATVEC,uint32_t,8,8192,256,32,NA,False
MATVEC,uint32_t,8,8192,256,64,NA,False
MATVEC,uint32_t,8,8192,256,128,NA,False
MATVEC,uint32_t,8,8192,256,256,NA,False
MATVEC,uint32_t,8,8192,512,8,NA,False
MATVEC,uint32_t,8,8192,512,16,NA,False
MATVEC,uint32_t,8,8192,512,32,NA,False
MATVEC,uint32_t,8,8192,512,64,NA,False
MATVEC,uint32_t,8,8192,512,128,NA,False
MATVEC,uint32_t,8,8192,512,256,NA,False
MATVEC,uint32_t,8,8192,1024,8,NA,False
MATVEC,uint32_t,8,8192,1024,16,NA,False
MATVEC,uint32_t,8,8192,1024,32,NA,False
MATVEC,uint32_t,8,8192,1024,64,NA,False
MATVEC,uint32_t,8,8192,1024,128,NA,False
MATVEC,uint32_t,8,8192,1024,256,NA,False
MATVEC,uint32_t,8,8192,2048,8,NA,False
MATVEC,uint32_t,8,8192,2048,16,NA,False
MATVEC,uint32_t,8,8192,2048,32,NA,False
MATVEC,uint32_t,8,8192,2048,64,NA,False
MATVEC,uint32_t,8,8192,2048,128,NA,False
MATVEC,uint32_t,8,8192,2048,256,NA,False
MATVEC,uint32_t,8,8192,4096,8,NA,False
MATVEC,uint32_t,8,8192,4096,16,NA,False
MATVEC,uint32_t,8,8192,4096,32,NA,False
MATVEC,uint32_t,8,8192,4096,64,NA,False
MATVEC,uint32_t,8,8192,4096,128,NA,False
MATVEC,uint32_t,8,8192,4096,256,NA,False
MATVEC,uint32_t,8,8192,8192,8,NA,False
MATVEC,uint32_t,8,8192,8192,16,NA,False
MATVEC,uint32_t,8,8192,8192,32,NA,False
MATVEC,uint32_t,8,8192,8192,64,NA,False
MATVEC,uint32_t,8,8192,8192,128,NA,False
MATVEC,uint32_t,8,8192,8192,256,NA,False
MATVEC,uint32_t,16,16,16,8,0.293,True
MATVEC,uint32_t,16,16,16,16,0.276667,True
MATVEC,uint32_t,16,16,32,8,0.496333,True
MATVEC,uint32_t,16,16,32,16,0.459445,True
MATVEC,uint32_t,16,16,32,32,0.446667,True
MATVEC,uint32_t,16,16,64,8,0.885333,True
MATVEC,uint32_t,16,16,64,16,0.824333,True
MATVEC,uint32_t,16,16,64,32,0.789333,True
MATVEC,uint32_t,16,16,64,64,0.781667,True
MATVEC,uint32_t,16,16,128,8,1.671667,True
MATVEC,uint32_t,16,16,128,16,1.546333,True
MATVEC,uint32_t,16,16,128,32,1.488333,True
MATVEC,uint32_t,16,16,128,64,1.46,True
MATVEC,uint32_t,16,16,128,128,1.451333,True
MATVEC,uint32_t,16,16,256,8,3.236,True
MATVEC,uint32_t,16,16,256,16,2.982,True
MATVEC,uint32_t,16,16,256,32,2.861667,True
MATVEC,uint32_t,16,16,256,64,2.798667,True
MATVEC,uint32_t,16,16,256,128,2.779,True
MATVEC,uint32_t,16,16,256,256,NA,False
MATVEC,uint32_t,16,16,512,8,6.367,True
MATVEC,uint32_t,16,16,512,16,5.864667,True
MATVEC,uint32_t,16,16,512,32,5.619667,True
MATVEC,uint32_t,16,16,512,64,5.489667,True
MATVEC,uint32_t,16,16,512,128,5.446,True
MATVEC,uint32_t,16,16,512,256,NA,False
MATVEC,uint32_t,16,16,1024,8,12.63,True
MATVEC,uint32_t,16,16,1024,16,11.600667,True
MATVEC,uint32_t,16,16,1024,32,11.118333,True
MATVEC,uint32_t,16,16,1024,64,10.875667,True
MATVEC,uint32_t,16,16,1024,128,10.756667,True
MATVEC,uint32_t,16,16,1024,256,NA,False
MATVEC,uint32_t,16,16,2048,8,25.150333,True
MATVEC,uint32_t,16,16,2048,16,23.113333,True
MATVEC,uint32_t,16,16,2048,32,22.123,True
MATVEC,uint32_t,16,16,2048,64,21.625333,True
