operation,data_type,thread,iteration,buffer_size,latency,correct
ADD,uint32_t,8,256,64,5.354,True
ADD,uint32_t,8,256,128,10.202,True
ADD,uint32_t,8,512,8,2.028333,True
ADD,uint32_t,8,512,16,3.173,True
ADD,uint32_t,8,512,32,5.672667,True
ADD,uint32_t,8,256,256,20.125,True
ADD,uint32_t,4,16384,32,172.98,True
ADD,uint32_t,4,4096,256,319.652333,True
ADD,uint32_t,8,512,64,10.733333,True
ADD,uint32_t,8,1024,8,3.99,True
ADD,uint32_t,8,1024,16,6.283,True
ADD,uint32_t,8,512,128,20.318,True
ADD,uint32_t,8,1024,32,11.265,True
ADD,uint32_t,8,1024,64,21.423,True
ADD,uint32_t,8,2048,8,7.93,True
ADD,uint32_t,8,512,256,40.093667,True
ADD,uint32_t,8,2048,16,12.485667,True
ADD,uint32_t,4,8192,128,323.099,True
ADD,uint32_t,8,1024,128,40.51,True
ADD,uint32_t,8,2048,32,22.494333,True
ADD,uint32_t,8,4096,8,15.780667,True
ADD,uint32_t,8,2048,64,42.784667,True
ADD,uint32_t,8,4096,16,24.878667,True
ADD,uint32_t,4,16384,64,330.604,True
ADD,uint32_t,8,1024,256,80.026667,True
ADD,uint32_t,8,4096,32,44.9,True
ADD,uint32_t,8,2048,128,80.892667,True
ADD,uint32_t,8,8192,8,31.483667,True
ADD,uint32_t,8,4096,256,NA,False
ADD,uint32_t,8,8192,16,49.768333,True
ADD,uint32_t,8,4096,64,85.488333,True
ADD,uint32_t,8,8192,128,NA,False
ADD,uint32_t,8,8192,256,NA,False
ADD,uint32_t,8,2048,256,159.964667,True
ADD,uint32_t,8,8192,32,89.647667,True
ADD,uint32_t,8,16384,8,63.060333,True
ADD,uint32_t,8,16384,64,NA,False
ADD,uint32_t,8,16384,256,NA,False
ADD,uint32_t,16,256,8,1.983333,True
ADD,uint32_t,16,256,16,2.549,True
ADD,uint32_t,16,256,32,3.809667,True
ADD,uint32_t,8,16384,128,NA,False
ADD,uint32_t,8,4096,128,161.671667,True
ADD,uint32_t,16,256,64,7.079,True
ADD,uint32_t,8,16384,16,99.414667,True
ADD,uint32_t,16,256,256,NA,False
ADD,uint32_t,16,256,128,13.858,True
ADD,uint32_t,16,512,8,3.894667,True
ADD,uint32_t,16,512,16,5.018667,True
ADD,uint32_t,16,512,32,7.522667,True
ADD,uint32_t,16,512,256,NA,False
ADD,uint32_t,16,512,64,14.061667,True
ADD,uint32_t,16,1024,8,7.696667,True
ADD,uint32_t,16,1024,16,9.964667,True
ADD,uint32_t,8,8192,64,167.294667,True
ADD,uint32_t,16,512,128,27.605333,True
ADD,uint32_t,16,1024,32,14.961,True
ADD,uint32_t,16,1024,256,NA,False
ADD,uint32_t,16,2048,8,15.306,True
ADD,uint32_t,16,2048,16,19.821333,True
ADD,uint32_t,16,1024,64,28.064,True
ADD,uint32_t,8,16384,32,179.319,True
ADD,uint32_t,16,2048,32,29.836667,True
ADD,uint32_t,16,2048,256,NA,False
ADD,uint32_t,16,4096,8,30.531667,True
ADD,uint32_t,16,1024,128,55.089667,True
ADD,uint32_t,16,4096,16,39.549333,True
ADD,uint32_t,16,2048,64,56.001667,True
ADD,uint32_t,16,4096,128,NA,False
ADD,uint32_t,16,4096,256,NA,False
ADD,uint32_t,16,4096,32,59.595333,True
ADD,uint32_t,16,8192,8,60.978,True
ADD,uint32_t,16,8192,256,NA,False
ADD,uint32_t,16,8192,64,NA,False
ADD,uint32_t,16,8192,128,NA,False
ADD,uint32_t,16,2048,128,110.101667,True
ADD,uint32_t,16,8192,16,79.039333,True
ADD,uint32_t,16,16384,128,NA,False
ADD,uint32_t,16,16384,32,NA,False
ADD,uint32_t,16,16384,64,NA,False
ADD,uint64_t,1,256,8,1.048333,True
ADD,uint32_t,16,16384,256,NA,False
ADD,uint64_t,1,256,16,1.724667,True
ADD,uint64_t,1,256,32,3.153,True
ADD,uint64_t,1,256,64,6.049,True
ADD,uint32_t,16,4096,64,111.942667,True
ADD,uint64_t,1,256,128,11.754,True
ADD,uint64_t,1,256,256,23.31,True
ADD,uint64_t,1,512,8,2.059667,True
ADD,uint64_t,1,512,16,3.397,True
ADD,uint32_t,16,16384,8,121.875,True
ADD,uint64_t,1,512,32,6.243667,True
ADD,uint64_t,1,512,64,12.065,True
ADD,uint64_t,1,1024,8,4.056333,True
ADD,uint64_t,1,1024,16,6.719,True
ADD,uint64_t,1,512,128,23.465,True
ADD,uint32_t,16,8192,32,119.086333,True
ADD,uint64_t,1,1024,32,12.442333,True
ADD,uint64_t,1,512,256,46.573,True
ADD,uint64_t,1,1024,64,24.075667,True
ADD,uint64_t,1,2048,8,8.050667,True
ADD,uint64_t,1,2048,16,13.397,True
ADD,uint64_t,1,2048,32,24.818333,True
ADD,uint64_t,1,1024,128,46.872667,True
ADD,uint64_t,1,4096,8,16.067,True
ADD,uint64_t,1,2048,64,48.086667,True
ADD,uint64_t,1,1024,256,93.056,True
ADD,uint64_t,1,4096,16,26.750333,True
ADD,uint64_t,1,4096,32,49.561333,True
ADD,uint32_t,16,16384,16,157.986333,True
