operation,data_type,thread,iteration,buffer_size,latency,correct
ADD,uint32_t,16,32768,8,241.129667,True
ADD,uint64_t,1,2048,8,9.033,True
ADD,uint32_t,16,16384,32,261.872,True
ADD,uint64_t,1,1024,128,55.247667,True
ADD,uint64_t,1,2048,16,15.806667,True
ADD,uint64_t,1,2048,32,29.419,True
ADD,uint64_t,1,4096,8,18.010333,True
ADD,uint64_t,1,1024,256,109.645,True
ADD,uint64_t,1,2048,64,56.374333,True
ADD,uint64_t,1,4096,16,31.558333,True
ADD,uint64_t,1,4096,32,58.769333,True
ADD,uint64_t,1,2048,128,110.441667,True
ADD,uint64_t,1,8192,8,35.966667,True
ADD,uint64_t,1,4096,64,112.676,True
ADD,uint32_t,16,32768,16,323.027,True
ADD,uint64_t,1,8192,16,63.054667,True
ADD,uint64_t,1,2048,256,219.141333,True
ADD,uint64_t,1,8192,32,117.498,True
ADD,uint64_t,1,4096,128,220.794333,True
ADD,uint64_t,1,16384,8,71.910667,True
ADD,uint64_t,1,8192,64,225.286667,True
ADD,uint64_t,1,16384,16,126.026,True
ADD,uint64_t,1,4096,256,438.176667,True
ADD,uint64_t,1,16384,32,234.906667,True
ADD,uint64_t,1,32768,8,143.753,True
ADD,uint64_t,1,8192,128,441.455333,True
ADD,uint64_t,1,16384,64,450.531333,True
ADD,uint64_t,1,32768,16,251.994333,True
ADD,uint64_t,2,256,8,1.165,True
ADD,uint64_t,2,256,16,2.018333,True
ADD,uint64_t,2,256,32,3.727,True
ADD,uint64_t,2,256,64,7.1,True
ADD,uint64_t,1,32768,256,NA,False
ADD,uint64_t,1,32768,32,469.751667,True
ADD,uint64_t,2,256,128,13.852667,True
ADD,uint64_t,2,256,256,27.464667,True
ADD,uint64_t,2,512,8,2.298,True
ADD,uint64_t,2,512,16,3.992333,True
ADD,uint64_t,1,8192,256,876.457667,True
ADD,uint64_t,2,512,32,7.402667,True
ADD,uint64_t,2,512,64,14.144,True
ADD,uint64_t,2,512,128,27.66,True
ADD,uint64_t,2,1024,8,4.546,True
ADD,uint64_t,2,1024,16,7.936333,True
ADD,uint64_t,2,512,256,54.853667,True
ADD,uint64_t,2,1024,32,14.744333,True
ADD,uint64_t,1,16384,128,882.812,True
ADD,uint64_t,2,1024,64,28.223,True
ADD,uint64_t,2,2048,8,9.036,True
ADD,uint64_t,2,2048,16,15.813333,True
ADD,uint64_t,2,1024,128,55.254667,True
ADD,uint64_t,2,2048,32,29.411,True
ADD,uint64_t,2,2048,64,56.384,True
ADD,uint64_t,2,4096,8,18.009333,True
ADD,uint64_t,2,1024,256,109.631,True
ADD,uint64_t,2,2048,128,110.417,True
ADD,uint64_t,2,4096,16,31.556333,True
ADD,uint64_t,1,32768,64,900.942667,True
ADD,uint64_t,2,4096,32,58.776667,True
ADD,uint64_t,2,8192,8,36.020667,True
ADD,uint64_t,2,4096,64,112.691667,True
ADD,uint64_t,2,2048,256,219.168667,True
ADD,uint64_t,2,8192,16,63.044333,True
ADD,uint64_t,2,8192,32,117.487333,True
ADD,uint64_t,2,4096,128,220.759333,True
ADD,uint64_t,2,16384,8,71.922667,True
ADD,uint64_t,2,8192,64,225.298333,True
ADD,uint64_t,2,16384,16,126.034667,True
ADD,uint64_t,2,4096,256,438.250667,True
ADD,uint64_t,1,16384,256,1752.603,True
ADD,uint64_t,2,8192,128,441.468333,True
ADD,uint64_t,2,16384,32,234.905667,True
ADD,uint64_t,2,16384,256,NA,False
ADD,uint64_t,2,32768,8,143.739667,True
ADD,uint64_t,1,32768,128,1765.563,True
ADD,uint64_t,2,32768,256,NA,False
ADD,uint64_t,2,16384,64,450.597,True
ADD,uint64_t,4,256,8,1.181333,True
ADD,uint64_t,4,256,16,2.024,True
ADD,uint64_t,2,32768,128,NA,False
ADD,uint64_t,2,32768,16,252.007667,True
ADD,uint64_t,4,256,32,3.727333,True
ADD,uint64_t,4,256,64,7.112333,True
ADD,uint64_t,4,256,128,13.866333,True
ADD,uint64_t,4,512,8,2.335,True
ADD,uint64_t,4,256,256,27.485333,True
ADD,uint64_t,4,512,16,3.995,True
ADD,uint64_t,4,512,32,7.403333,True
ADD,uint64_t,4,512,64,14.145333,True
ADD,uint64_t,4,1024,8,4.630667,True
ADD,uint64_t,4,512,128,27.677667,True
ADD,uint64_t,4,1024,16,7.934,True
ADD,uint64_t,2,8192,256,876.378333,True
ADD,uint64_t,4,1024,32,14.734667,True
ADD,uint64_t,4,512,256,54.892667,True
ADD,uint64_t,4,1024,64,28.237,True
ADD,uint64_t,2,32768,32,469.764,True
ADD,uint64_t,4,2048,8,9.160667,True
ADD,uint64_t,4,2048,16,15.817,True
ADD,uint64_t,4,1024,128,55.258,True
ADD,uint64_t,4,2048,32,29.419667,True
