operation,data_type,thread,iteration,buffer_size,measured,predicted,error_percent
ADD,uint32_t,16,1024,64,31.411333,30.651546,-2.42
ADD,uint32_t,8,16384,64,368.649000,370.392508,0.47
ADD,uint32_t,16,2048,16,20.253333,19.505520,-3.69
ADD,uint32_t,16,512,256,60.836000,59.281201,-2.56
ADD,uint32_t,16,1024,128,61.437000,60.427899,-1.64
ADD,uint32_t,16,2048,32,32.787667,33.501555,2.18
ADD,uint32_t,16,4096,8,30.216000,32.658799,8.08
ADD,uint32_t,16,2048,64,62.734667,61.184319,-2.47
ADD,uint32_t,8,32768,32,397.874333,386.902357,-2.76
ADD,uint32_t,16,4096,16,40.441667,38.915726,-3.77
ADD,uint32_t,16,1024,256,121.531000,118.235998,-2.71
ADD,uint32_t,16,4096,32,65.518000,66.902282,2.11
ADD,uint32_t,16,2048,128,122.772667,120.699626,-1.69
ADD,uint32_t,16,8192,8,60.362333,65.239553,8.08
ADD,uint32_t,16,8192,16,80.803333,77.740900,-3.79
ADD,uint32_t,16,4096,64,125.409000,122.249859,-2.52
ADD,uint32_t,16,8192,32,130.971333,133.710438,2.09
