operation,data_type,thread,iteration,buffer_size,measured,predicted,error_percent
ADD,uint32_t,4,4096,32,33.420667,34.463786,3.12
ADD,uint32_t,4,4096,64,64.118667,65.484194,2.13
ADD,uint32_t,4,8192,16,36.464667,36.947231,1.32
ADD,uint32_t,2,32768,64,512.491333,523.319989,2.11
ADD,uint32_t,4,2048,256,123.348333,125.151587,1.46
ADD,uint32_t,4,8192,32,66.813000,68.859068,3.06
ADD,uint32_t,4,4096,128,126.589333,127.972695,1.09
ADD,uint32_t,4,16384,8,42.836667,42.824872,-0.03
ADD,uint32_t,4,8192,64,128.188333,130.898697,2.11
ADD,uint32_t,4,16384,16,72.845000,73.826794,1.35
ADD,uint32_t,4,4096,256,246.570333,250.227326,1.48
ADD,uint32_t,4,16384,32,133.491000,137.649633,3.12
ADD,uint32_t,4,32768,8,85.631667,85.582431,-0.06
ADD,uint32_t,8,256,8,0.830000,0.780178,-6.00
ADD,uint32_t,8,256,16,1.207333,1.224175,1.39
ADD,uint32_t,8,256,32,2.204667,2.224282,0.89
ADD,uint32_t,4,32768,16,145.637333,147.585918,1.34
ADD,uint32_t,4,8192,128,251.939333,255.873000,1.56
ADD,uint32_t,8,256,64,4.088000,4.165791,1.90
ADD,uint32_t,8,256,128,7.956667,8.080776,1.56
ADD,uint32_t,8,512,8,1.589667,1.491306,-6.19
ADD,uint32_t,8,512,16,2.354333,2.376749,0.95
ADD,uint32_t,8,512,32,4.268667,4.375268,2.50
ADD,uint32_t,8,256,256,15.515333,15.730148,1.38
ADD,uint32_t,8,512,64,8.103667,8.254491,1.86
ADD,uint32_t,8,1024,8,3.212667,2.913566,-9.31
ADD,uint32_t,8,1024,16,4.640000,4.681902,0.90
ADD,uint32_t,8,512,128,15.694000,16.076310,2.44
ADD,uint32_t,8,1024,32,8.436333,8.677243,2.86
ADD,uint32_t,4,16384,64,256.294333,261.727703,2.12
ADD,uint32_t,8,1024,64,16.090333,16.431893,2.12
ADD,uint32_t,8,512,256,30.934000,31.364906,1.39
ADD,uint32_t,8,2048,8,6.192000,5.758080,-7.01
ADD,uint32_t,8,2048,16,9.227333,9.292201,0.70
ADD,uint32_t,8,2048,32,16.806667,17.281188,2.82
ADD,uint32_t,8,1024,128,31.331333,32.067380,2.35
ADD,uint32_t,8,4096,8,12.284667,11.447109,-6.82
ADD,uint32_t,8,2048,64,32.113000,32.786692,2.10
ADD,uint32_t,4,32768,32,266.900333,275.230762,3.12
ADD,uint32_t,8,4096,16,18.377333,18.512800,0.74
ADD,uint32_t,8,1024,256,61.754333,62.634425,1.43
ADD,uint32_t,8,4096,32,33.540333,34.489077,2.83
ADD,uint32_t,8,2048,128,62.560000,64.049513,2.38
ADD,uint32_t,8,8192,8,24.546333,22.825165,-7.01
ADD,uint32_t,8,8192,16,36.656667,36.953996,0.81
ADD,uint32_t,8,4096,64,64.143667,65.496289,2.11
ADD,uint32_t,8,2048,256,123.394667,125.173458,1.44
ADD,uint32_t,8,8192,32,67.075333,68.904854,2.73
ADD,uint32_t,8,16384,8,49.041333,45.581278,-7.06
ADD,uint32_t,8,4096,128,126.047667,128.013781,1.56
ADD,uint32_t,8,16384,16,73.251667,73.836390,0.80
ADD,uint32_t,8,8192,64,128.204000,130.915484,2.11
ADD,uint32_t,16,256,8,1.390000,1.425661,2.57
ADD,uint32_t,16,256,16,1.790333,1.673265,-6.54
ADD,uint32_t,16,256,32,2.891333,2.859796,-1.09
ADD,uint32_t,8,32768,8,98.073667,91.093503,-7.12
ADD,uint32_t,16,256,64,5.540333,5.399201,-2.55
ADD,uint32_t,16,512,8,2.684667,2.783192,3.67
ADD,uint32_t,16,512,16,3.504333,3.274918,-6.55
ADD,uint32_t,16,256,128,10.795667,10.786701,-0.08
ADD,uint32_t,16,512,32,5.723667,5.642150,-1.42
ADD,uint32_t,16,512,64,10.984000,10.694983,-2.63
ADD,uint32_t,8,16384,32,133.812000,137.736409,2.93
ADD,uint32_t,16,256,256,21.345000,21.035891,-1.45
ADD,uint32_t,16,1024,8,5.291333,5.498255,3.91
ADD,uint32_t,16,1024,16,6.915000,6.478224,-6.32
ADD,uint32_t,16,512,128,21.496000,21.451175,-0.21
ADD,uint32_t,16,1024,32,11.363333,11.206859,-1.38
ADD,uint32_t,16,2048,8,10.518333,10.927831,3.89
ADD,uint32_t,8,32768,16,146.390333,147.601177,0.83
ADD,uint32_t,16,1024,64,21.882667,21.286547,-2.72
ADD,uint32_t,16,2048,16,13.771333,12.884513,-6.44
ADD,uint32_t,16,512,256,42.549000,41.931769,-1.45
ADD,uint32_t,16,2048,32,22.644000,22.335825,-1.36
ADD,uint32_t,16,1024,128,42.916667,42.780124,-0.32
ADD,uint32_t,16,4096,8,20.925667,21.787641,4.12
ADD,uint32_t,16,4096,16,27.460667,25.697672,-6.42
ADD,uint32_t,16,2048,64,43.669333,42.469677,-2.75
ADD,uint32_t,16,1024,256,84.978333,83.723525,-1.48
ADD,uint32_t,16,4096,32,45.193667,44.594430,-1.33
ADD,uint32_t,16,8192,8,41.774667,43.508144,4.15
ADD,uint32_t,16,2048,128,85.713000,85.438025,-0.32
ADD,uint32_t,16,8192,16,54.848000,51.324121,-6.42
ADD,uint32_t,16,4096,64,87.288333,84.835932,-2.81
ADD,uint32_t,16,16384,8,83.432667,86.949149,4.21
ADD,uint64_t,1,256,8,0.921667,0.938901,1.87
ADD,uint64_t,1,256,16,1.610667,1.628053,1.08
ADD,uint32_t,16,8192,32,90.348000,89.112091,-1.37
ADD,uint64_t,1,256,32,3.043333,3.014695,-0.94
ADD,uint64_t,1,256,64,5.770000,5.787541,0.30
ADD,uint64_t,1,256,128,11.363000,11.355760,-0.06
ADD,uint64_t,1,512,8,1.803333,1.811788,0.47
ADD,uint64_t,1,512,16,3.174000,3.190092,0.51
ADD,uint64_t,1,256,256,22.472333,22.499806,0.12
ADD,uint64_t,1,512,32,6.045667,5.963376,-1.36
ADD,uint64_t,1,512,64,11.495333,11.509068,0.12
ADD,uint64_t,1,1024,8,3.559667,3.557561,-0.06
ADD,uint64_t,1,1024,16,6.295667,6.314169,0.29
ADD,uint64_t,1,512,128,22.590000,22.645506,0.25
ADD,uint32_t,16,16384,16,109.606333,102.577018,-6.41
ADD,uint64_t,1,1024,32,12.033333,11.860738,-1.43
ADD,uint64_t,1,512,256,44.889333,44.933598,0.10
ADD,uint64_t,1,2048,8,7.049333,7.049109,-0.00
ADD,uint64_t,1,1024,64,22.949667,22.952121,0.01
ADD,uint64_t,1,2048,16,12.530333,12.562325,0.26
ADD,uint64_t,1,1024,128,45.102000,45.224999,0.27
ADD,uint64_t,1,2048,32,24.029667,23.655463,-1.56
ADD,uint64_t,1,4096,8,14.043333,14.032204,-0.08
