operation,data_type,thread,iteration,buffer_size,measured,predicted,error_percent
ADD,uint32_t,16,256,16,1.790333,1.672798,-6.57
ADD,uint32_t,16,256,32,2.891333,2.859016,-1.12
ADD,uint32_t,8,32768,8,98.073667,86.950857,-11.34
ADD,uint32_t,16,256,64,5.540333,5.372686,-3.03
ADD,uint32_t,16,512,8,2.684667,2.782999,3.66
ADD,uint32_t,16,512,16,3.504333,3.274451,-6.56
ADD,uint32_t,16,256,128,10.795667,10.741300,-0.50
ADD,uint32_t,16,512,32,5.723667,5.641370,-1.44
ADD,uint32_t,16,512,64,10.984000,10.646654,-3.07
ADD,uint32_t,8,16384,32,133.812000,134.648838,0.63
ADD,uint32_t,16,256,256,21.345000,20.976226,-1.73
ADD,uint32_t,16,1024,8,5.291333,5.498062,3.91
ADD,uint32_t,16,1024,16,6.915000,6.477757,-6.32
ADD,uint32_t,16,512,128,21.496000,21.363289,-0.62
ADD,uint32_t,16,1024,32,11.363333,11.206079,-1.38
ADD,uint32_t,16,2048,8,10.518333,10.927637,3.89
ADD,uint32_t,8,32768,16,146.390333,141.435846,-3.38
ADD,uint32_t,16,1024,64,21.882667,21.194786,-3.14
ADD,uint32_t,16,2048,16,13.771333,12.883981,-6.44
ADD,uint32_t,16,512,256,42.549000,41.813905,-1.73
ADD,uint32_t,16,2048,32,22.644000,22.335046,-1.36
ADD,uint32_t,16,1024,128,42.916667,42.607521,-0.72
ADD,uint32_t,16,4096,8,20.925667,21.787443,4.12
ADD,uint32_t,16,4096,16,27.460667,25.697205,-6.42
ADD,uint32_t,16,2048,64,43.669333,42.290165,-3.16
ADD,uint32_t,16,1024,256,84.978333,83.489263,-1.75
ADD,uint32_t,16,4096,32,45.193667,44.593654,-1.33
ADD,uint32_t,16,8192,8,41.774667,43.507938,4.15
ADD,uint32_t,16,2048,128,85.713000,85.095986,-0.72
ADD,uint32_t,16,8192,16,54.848000,51.323653,-6.43
ADD,uint32_t,16,4096,64,87.288333,84.481269,-3.22
ADD,uint32_t,16,16384,8,83.432667,86.948929,4.21
ADD,uint64_t,1,256,8,0.921667,0.882581,-4.24
ADD,uint64_t,1,256,16,1.610667,1.571733,-2.42
ADD,uint32_t,16,8192,32,90.348000,89.111322,-1.37
ADD,uint64_t,1,256,32,3.043333,2.958375,-2.79
ADD,uint64_t,1,256,64,5.770000,5.731221,-0.67
ADD,uint64_t,1,256,128,11.363000,11.299440,-0.56
ADD,uint64_t,1,512,8,1.803333,1.699148,-5.78
ADD,uint64_t,1,512,16,3.174000,3.077452,-3.04
ADD,uint64_t,1,256,256,22.472333,22.443486,-0.13
