data_type,thread,iteration,buffer_size,measured,predicted,error_percent
uint32_t,16,8192,16,67.044667,67.351799,0.46
uint32_t,16,4096,64,72.409333,72.987734,0.80
uint64_t,1,256,8,0.890000,0.852300,-4.24
uint64_t,1,256,16,1.447667,1.446366,-0.09
uint64_t,1,256,32,2.577000,2.639984,2.44
uint64_t,1,256,64,4.842333,5.028610,3.85
uint64_t,1,512,8,1.715000,1.638585,-4.46
uint64_t,1,256,128,9.354667,9.827148,5.05
uint32_t,16,8192,32,91.783000,99.984771,8.94
uint64_t,1,256,256,18.442333,19.415518,5.28
uint64_t,1,512,16,2.858333,2.826718,-1.11
uint64_t,1,512,32,5.095000,5.213954,2.33
uint32_t,16,16384,8,108.439667,119.016933,9.75
uint64_t,1,512,64,9.638333,9.991207,3.66
uint64_t,1,1024,8,3.383667,3.211157,-5.10
uint64_t,1,1024,16,5.660667,5.587422,-1.29
uint64_t,1,512,128,18.658333,19.588281,4.98
uint64_t,1,1024,32,10.128667,10.361895,2.30
uint64_t,1,512,256,36.835000,38.765022,5.24
uint64_t,1,1024,64,19.226333,19.916400,3.59
uint64_t,1,2048,8,6.723000,6.356300,-5.45
uint64_t,1,2048,16,11.335333,11.108830,-2.00
uint64_t,1,1024,128,37.253667,39.110549,4.98
uint64_t,1,2048,32,20.206667,20.657776,2.23
uint32_t,16,16384,16,134.066000,134.640419,0.43
uint64_t,1,2048,64,38.396333,39.766786,3.57
uint64_t,1,1024,256,73.590000,77.464030,5.26
uint64_t,1,4096,8,13.406667,12.646585,-5.67
uint64_t,1,4096,16,22.476000,22.151646,-1.44
uint64_t,1,2048,128,74.444000,78.155084,4.99
uint64_t,1,4096,32,40.363333,41.249538,2.20
uint64_t,1,8192,8,26.756000,25.227157,-5.71
uint64_t,1,4096,64,76.728667,79.467559,3.57
uint64_t,1,8192,16,44.896000,44.237278,-1.47
uint64_t,1,2048,256,147.159667,154.862046,5.23
uint64_t,1,8192,32,80.629333,82.433063,2.24
uint64_t,1,4096,128,148.822333,156.244153,4.99
uint64_t,1,16384,8,53.439667,50.388300,-5.71
uint64_t,1,8192,64,153.421667,158.869104,3.55
uint64_t,1,16384,16,89.743667,88.408542,-1.49
uint64_t,2,256,8,0.895000,0.873455,-2.41
uint64_t,1,4096,256,294.114000,309.658078,5.29
uint64_t,2,256,16,1.463667,1.506977,2.96
uint64_t,2,256,32,2.575333,2.740550,6.42
uint64_t,1,16384,32,161.253333,164.800112,2.20
uint64_t,2,256,64,4.899000,5.229144,6.74
uint64_t,2,256,128,9.373333,10.101543,7.77
uint64_t,2,512,8,1.834667,1.680703,-8.39
uint64_t,1,8192,128,297.661000,312.422293,4.96
uint64_t,2,512,16,2.877333,2.947818,2.45
uint64_t,2,256,256,18.467667,20.273679,9.78
uint64_t,2,512,32,5.097000,5.414964,6.24
uint64_t,2,512,64,9.667000,10.392152,7.50
uint64_t,2,1024,8,3.412667,3.295200,-3.44
uint64_t,2,512,128,18.664667,20.137328,7.89
uint64_t,2,1024,16,5.675667,5.829501,2.71
uint64_t,2,1024,32,10.136333,10.763791,6.19
uint64_t,2,512,256,36.841000,40.481222,9.88
